Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,High_Incidents_Count,Medium_Incidents_Count,Low_Incidents_Count,High_Last_5Months_Incidents,Medium_Last_5Months_Incidents,Low_Last_5Months_Incidents,Average_Vessel_Age,Cargo_Type,Port_Condition,Weather_Condition,Piracy_Risk,Port_Infrastructure_Quality,Historical_Incident_Frequency,Operational_Disruptions,Navigational_Risks,Regulatory_Compliance,Crew_Experience_Level,Ship_Maintenance_Records,Insurance_Coverage,Cargo_Value,Ship_Type,Route_Duration,Incident_Severity,Previous_Safety_Awards,Training_Programs,Emergency_Response_Plans,POL_Code,POL_Region,POD_Code,POD_Region,Transshipments_Count,Average_Transshipment_Days,Transshipment_Risk_Level,Carbon_Emissions,Incident_Date,RiskScore
8260.196427620074,15.666071497556384,28.61563615118663,3,0,2,1,1,1,0,21.134210904906894,hazardous,poor,stormy,medium,excellent,0.6535515731689385,strikes,congested areas,non-compliant,11.755149763866127,up-to-date,none,1683553.9964662585,container,23.781785714344583,minor,yes,irregular,not in place,POL2,Region3,POD3,Region3,2,5.16359050672647,high,43.23070310260678,2023-01-08,Medium Risk
6736.916327763375,17.962370458352936,27.484705557591553,2,2,2,0,1,1,2,15.551455866575822,hazardous,well-maintained,calm,low,poor,0.6682932980714931,none,shallow waters,compliant,8.133788584453288,up-to-date,none,1074706.1800306323,container,31.61157825873751,major,no,regular,in place,POL4,Region3,POD3,Region2,2,4.95417321862105,medium,60.28062660986361,2023-04-08,Low Risk
7830.969100718312,25.725228187247176,35.4902714986755,3,0,3,2,0,6,0,5.537645333571198,non-hazardous,well-maintained,stormy,low,good,0.6652122267037047,none,clear,compliant,11.495087462510757,up-to-date,partial,1554223.9906464347,container,12.961881849464806,major,no,irregular,in place,POL3,Region1,POD1,Region1,5,1.9350767469715366,medium,100.54092453302077,2022-06-25,Medium Risk
7308.99362722377,24.406621915772142,46.55569595852333,3,0,1,0,0,3,0,19.40019968084173,hazardous,well-maintained,calm,low,fair,0.599917927054574,strikes,congested areas,compliant,11.413544446682359,up-to-date,none,1460282.3649889627,bulk carrier,19.160073312565945,minor,no,irregular,in place,POL1,Region3,POD3,Region2,0,4.34166956752583,high,77.29791386707328,2022-03-12,Low Risk
6245.81892878427,19.144458461658342,16.727264228757594,8,1,1,0,1,2,2,18.42433793143761,non-hazardous,poor,calm,medium,good,0.6996134863607955,strikes,shallow waters,compliant,13.353780730680217,up-to-date,none,1514898.973872882,bulk carrier,36.72999675226191,minor,yes,irregular,in place,POL4,Region1,POD4,Region2,0,4.619146625949762,high,88.38659554173088,2022-07-17,High Risk
11399.661675462567,21.874779261071595,28.67472941821129,8,0,5,0,1,3,1,8.841358464085745,hazardous,well-maintained,stormy,medium,poor,0.14365371845118735,none,congested areas,compliant,9.373244356623317,up-to-date,none,1470373.2443003408,container,25.61641472338337,minor,no,irregular,not in place,POL2,Region1,POD3,Region1,2,4.827737837274559,medium,84.6980698356634,2022-11-18,Low Risk
8659.027325523133,25.452114022757527,9.245149631314415,3,1,1,3,0,1,0,1.7095768296647496,hazardous,poor,stormy,medium,fair,0.5777540385214549,port closures,clear,compliant,11.662253862396707,overdue,partial,1814800.3527673527,bulk carrier,19.88271724805049,minor,yes,irregular,not in place,POL4,Region1,POD2,Region1,0,2.7398069998637204,high,52.66712655136697,2023-07-02,Low Risk
9300.512028729107,17.95995767559736,36.02787784437494,5,0,2,1,0,1,0,15.584743244020903,hazardous,well-maintained,stormy,medium,poor,0.5484327169928156,none,shallow waters,non-compliant,13.67466958066089,overdue,full,1514265.9780722456,container,18.611594489568937,major,yes,irregular,in place,POL1,Region2,POD1,Region3,0,4.691213489819044,low,138.65959432094593,2023-01-30,Low Risk
7045.488973826657,19.37746428834205,34.86127049066811,5,1,1,1,1,1,0,16.441151742351387,non-hazardous,well-maintained,stormy,low,good,0.6639901490888693,port closures,congested areas,non-compliant,8.206761180199488,overdue,none,1543425.2837328543,bulk carrier,21.49441816193832,critical,yes,regular,in place,POL4,Region1,POD3,Region1,1,3.492314893877137,medium,110.80311997900847,2023-01-18,Medium Risk
9519.215841293302,21.37190000881007,50.44969969312022,3,3,1,0,1,2,2,16.56100403803056,hazardous,well-maintained,stormy,medium,excellent,0.559659629179049,port closures,clear,compliant,8.391625010250769,overdue,none,1503748.0216976833,bulk carrier,22.174673469841203,minor,no,irregular,in place,POL4,Region3,POD2,Region3,2,2.624934109627565,high,55.521347448577075,2022-11-13,Medium Risk
8802.948940034192,18.70459837407272,23.10524479454047,2,0,4,1,2,1,0,11.904404421013254,hazardous,well-maintained,stormy,high,excellent,0.5622165080987391,port closures,shallow waters,non-compliant,9.89123662771153,overdue,none,1310391.2343164324,bulk carrier,21.74385892892314,critical,yes,regular,not in place,POL1,Region3,POD2,Region1,2,3.465434567587292,high,125.02350470810802,2022-06-25,Low Risk
9947.083093687876,15.829435920241973,33.789910418435056,5,0,2,0,2,0,1,7.3666722999311745,non-hazardous,poor,stormy,medium,poor,0.7462442351550694,port closures,clear,non-compliant,12.452044939400796,overdue,partial,1560167.1733915168,bulk carrier,23.555731493267647,critical,yes,irregular,not in place,POL4,Region2,POD4,Region2,1,4.472130616794823,low,112.05637143135077,2022-10-10,Low Risk
7495.07411265806,20.578240316743905,33.89483110938545,3,1,0,2,0,2,2,8.345970321268648,non-hazardous,well-maintained,stormy,high,excellent,0.5153283367890058,strikes,clear,non-compliant,10.539239838469408,up-to-date,partial,1495977.0633870296,bulk carrier,24.496963158158476,critical,no,regular,not in place,POL2,Region1,POD4,Region2,3,4.703661830032525,medium,87.09159999882915,2023-04-20,Medium Risk
9117.00945696332,20.41977386560621,42.12181264252291,7,1,1,0,0,1,0,17.57129126984246,hazardous,well-maintained,calm,medium,good,0.5748548550280639,strikes,shallow waters,non-compliant,11.923381945526648,overdue,full,1189778.0856252236,container,15.75275857854662,critical,yes,regular,in place,POL2,Region2,POD2,Region3,1,3.888411310463558,high,135.85282039453995,2022-03-09,Low Risk
8105.924606143718,19.111134378876745,31.136562049693293,4,1,2,3,0,1,1,9.649377736613978,hazardous,well-maintained,stormy,medium,fair,0.7600764305156357,port closures,shallow waters,compliant,11.788940006630984,overdue,none,1259784.8313968289,container,25.212893775975523,minor,no,irregular,in place,POL2,Region1,POD1,Region2,2,4.636851583673868,high,132.3732562001917,2022-04-13,Low Risk
8799.374894079217,21.769641556099533,19.62120112917782,5,0,2,2,2,2,3,4.497102686507513,non-hazardous,well-maintained,calm,medium,good,0.40675894138833746,port closures,clear,non-compliant,-0.8812203429691117,overdue,full,1693837.7121767208,container,27.322315220639997,major,no,irregular,in place,POL4,Region1,POD3,Region1,3,4.507743005074505,medium,106.65185711684707,2023-11-02,Low Risk
